Customer_ID,Complaint_Date,State,City,Customer_Segment,Complaint_Flag,Complaint_Category,Complaint_Status,Resolution_Time_Hours,Customer_Satisfaction,NPS_Score
AIR105671,2025-07-15,Delhi,Delhi City 1,Prepaid,0,Slow Internet,No Complaint,10.4,4.09,26
AIR105672,2025-08-15,Rajasthan,Rajasthan City 1,Prepaid,0,Slow Internet,No Complaint,10.6,3.37,26
AIR105673,2025-09-15,Delhi,Delhi City 2,Prepaid,0,Network Issues,No Complaint,31.6,3.5,21
AIR105674,2025-10-15,West Bengal,West Bengal City 1,Prepaid,1,Call Drops,Pending,2.7,3.49,5
AIR105675,2025-11-15,Rajasthan,Rajasthan City 1,Prepaid,0,Network Issues,No Complaint,5.4,3.96,47
AIR105676,2025-12-15,Rajasthan,Rajasthan City 1,Prepaid,0,Call Drops,No Complaint,21.5,3.14,8
AIR105677,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Network Issues,Pending,4.9,4.05,34
AIR105678,2025-03-15,Delhi,Delhi City 2,Prepaid,0,Network Issues,No Complaint,12.1,2.58,-23
AIR105679,2025-04-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Network Issues,No Complaint,9.7,3.43,44
AIR105680,2025-05-15,Maharashtra,Maharashtra City 3,Postpaid,0,Network Issues,No Complaint,27.7,3.06,-21
AIR105681,2025-06-15,Rajasthan,Rajasthan City 3,Postpaid,0,Slow Internet,No Complaint,17,3.34,4
AIR105682,2025-07-15,Delhi,Delhi City 3,Postpaid,0,Network Issues,No Complaint,6,4.12,28
AIR105683,2025-08-15,Kerala,Kerala City 1,Postpaid,1,Billing Issues,Resolved,19.5,4.02,19
AIR105684,2025-09-15,Telangana,Telangana City 3,Broadband,0,Call Drops,No Complaint,21.1,3.44,20
AIR105685,2025-10-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,17.6,3.39,29
AIR105686,2025-11-15,Delhi,Delhi City 2,Broadband,0,Network Issues,No Complaint,27.1,3.78,9
AIR105687,2025-12-15,Karnataka,Karnataka City 2,Postpaid,1,Network Issues,Resolved,2.5,3.81,32
AIR105688,2025-02-15,Karnataka,Karnataka City 2,Prepaid,0,Network Issues,No Complaint,15.5,2.58,-19
AIR105689,2025-03-15,Delhi,Delhi City 1,Prepaid,0,Slow Internet,No Complaint,6.2,3.05,-4
AIR105690,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Network Issues,No Complaint,23.8,3.81,26
AIR105691,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Network Issues,Resolved,13.4,4.29,42
AIR105692,2025-06-15,Rajasthan,Rajasthan City 2,Postpaid,0,Billing Issues,No Complaint,10.1,3.36,-1
AIR105693,2025-07-15,West Bengal,West Bengal City 3,Prepaid,0,Network Issues,No Complaint,2.7,3.43,19
AIR105694,2025-08-15,Maharashtra,Maharashtra City 2,Postpaid,0,Network Issues,No Complaint,13.6,3.69,12
AIR105695,2025-09-15,Rajasthan,Rajasthan City 1,Postpaid,0,Slow Internet,No Complaint,21.9,2.71,19
AIR105696,2025-10-15,Kerala,Kerala City 2,Postpaid,1,Billing Issues,Resolved,72.6,3.37,-1
AIR105697,2025-11-15,Maharashtra,Maharashtra City 3,Postpaid,1,Billing Issues,In Progress,17.9,4,20
AIR105698,2025-12-15,Kerala,Kerala City 1,Enterprise,0,Slow Internet,No Complaint,21.6,3.75,14
AIR105699,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,10.5,2.93,-2
AIR105700,2025-03-15,Delhi,Delhi City 3,Prepaid,0,Slow Internet,No Complaint,11,4.05,48
AIR105701,2025-04-15,West Bengal,West Bengal City 1,Broadband,1,Slow Internet,Resolved,4.8,4.11,38
AIR105702,2025-05-15,Kerala,Kerala City 3,Prepaid,0,Others,No Complaint,10.5,3.43,28
AIR105703,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,0,Call Drops,No Complaint,18.4,4.47,62
AIR105704,2025-07-15,West Bengal,West Bengal City 3,Prepaid,0,Slow Internet,No Complaint,13.2,3.1,0
AIR105705,2025-08-15,Rajasthan,Rajasthan City 3,Prepaid,1,Network Issues,Resolved,11.6,3.57,15
AIR105706,2025-09-15,Delhi,Delhi City 3,Prepaid,1,Network Issues,Resolved,22,4.26,43
AIR105707,2025-10-15,Telangana,Telangana City 2,Prepaid,1,Network Issues,Resolved,23.1,3.85,22
AIR105708,2025-11-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,25,4.39,68
AIR105709,2025-12-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,5.2,3.67,30
AIR105710,2025-02-15,West Bengal,West Bengal City 2,Postpaid,0,Call Drops,No Complaint,16.8,4.04,38
AIR105711,2025-03-15,Telangana,Telangana City 1,Postpaid,0,Call Drops,No Complaint,11.8,2.45,-5
AIR105712,2025-04-15,Telangana,Telangana City 1,Broadband,1,Call Drops,Resolved,39.9,3.28,0
AIR105713,2025-05-15,West Bengal,West Bengal City 1,Broadband,1,Network Issues,In Progress,16.7,2.81,-11
AIR105714,2025-06-15,Telangana,Telangana City 3,Prepaid,1,Slow Internet,Resolved,7,3.45,13
AIR105715,2025-07-15,Kerala,Kerala City 1,Broadband,1,Network Issues,Resolved,29.2,3.27,23
AIR105716,2025-08-15,Telangana,Telangana City 2,Postpaid,0,Network Issues,No Complaint,26.7,2.95,10
AIR105717,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,1,Slow Internet,Resolved,30.1,3.76,34
AIR105718,2025-10-15,Maharashtra,Maharashtra City 3,Postpaid,0,Network Issues,No Complaint,15.5,3.54,25
AIR105719,2025-11-15,Kerala,Kerala City 3,Prepaid,0,Network Issues,No Complaint,16.2,3.42,16
AIR105720,2025-12-15,Telangana,Telangana City 1,Postpaid,1,Billing Issues,Resolved,45.9,4.36,45
AIR105721,2025-02-15,Rajasthan,Rajasthan City 1,Prepaid,0,Others,No Complaint,44.2,4.1,35
AIR105722,2025-03-15,Karnataka,Karnataka City 1,Prepaid,0,Network Issues,No Complaint,8.8,4.23,25
AIR105723,2025-04-15,Delhi,Delhi City 3,Prepaid,0,Network Issues,No Complaint,12.2,3.71,48
AIR105724,2025-05-15,Telangana,Telangana City 2,Prepaid,0,Network Issues,No Complaint,7,3.8,48
AIR105725,2025-06-15,Tamil Nadu,Tamil Nadu City 3,Broadband,0,Network Issues,No Complaint,23.6,3.72,20
AIR105726,2025-07-15,Karnataka,Karnataka City 2,Enterprise,1,Call Drops,Resolved,33.7,3.17,19
AIR105727,2025-08-15,Rajasthan,Rajasthan City 3,Prepaid,0,Network Issues,No Complaint,31.3,3.72,33
AIR105728,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Slow Internet,No Complaint,10.8,3.25,7
AIR105729,2025-10-15,Telangana,Telangana City 3,Prepaid,0,Network Issues,No Complaint,28.2,3.83,11
AIR105730,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,Broadband,1,Network Issues,Resolved,36.2,3.87,36
AIR105731,2025-12-15,Telangana,Telangana City 2,Prepaid,0,Slow Internet,No Complaint,20.1,3.21,7
AIR105732,2025-02-15,Gujarat,Gujarat City 2,Broadband,0,Call Drops,No Complaint,18.3,2.57,-17
AIR105733,2025-03-15,Maharashtra,Maharashtra City 2,Postpaid,0,Call Drops,No Complaint,12.9,3.25,1
AIR105734,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,1,Slow Internet,Resolved,27.7,2.69,-30
AIR105735,2025-05-15,Maharashtra,Maharashtra City 2,Postpaid,0,Call Drops,No Complaint,14.3,3.74,22
AIR105736,2025-06-15,Karnataka,Karnataka City 2,Postpaid,0,Call Drops,No Complaint,14.5,4.3,41
AIR105737,2025-07-15,Gujarat,Gujarat City 2,Postpaid,0,Network Issues,No Complaint,9.3,4.23,51
AIR105738,2025-08-15,Delhi,Delhi City 2,Broadband,0,Billing Issues,No Complaint,17.6,3.17,23
AIR105739,2025-09-15,Kerala,Kerala City 3,Broadband,0,Network Issues,No Complaint,11.1,3.97,60
AIR105740,2025-10-15,Maharashtra,Maharashtra City 2,Postpaid,0,Network Issues,No Complaint,13.6,3.61,17
AIR105741,2025-11-15,Gujarat,Gujarat City 2,Postpaid,0,Network Issues,No Complaint,10.9,4.1,31
AIR105742,2025-12-15,Maharashtra,Maharashtra City 3,Broadband,1,Network Issues,Resolved,13.5,3.11,20
AIR105743,2025-02-15,West Bengal,West Bengal City 3,Broadband,0,Call Drops,No Complaint,19.1,3.8,47
AIR105744,2025-03-15,Rajasthan,Rajasthan City 1,Postpaid,0,Slow Internet,No Complaint,8.8,3.65,22
AIR105745,2025-04-15,Delhi,Delhi City 1,Prepaid,1,Call Drops,Resolved,17.1,3.71,21
AIR105746,2025-05-15,Rajasthan,Rajasthan City 2,Prepaid,1,Call Drops,In Progress,8.9,3.61,28
AIR105747,2025-06-15,Telangana,Telangana City 2,Broadband,1,Slow Internet,Resolved,38.3,3.21,9
AIR105748,2025-07-15,Maharashtra,Maharashtra City 1,Prepaid,0,Network Issues,No Complaint,12.7,3.59,20
AIR105749,2025-08-15,Telangana,Telangana City 1,Prepaid,0,Slow Internet,No Complaint,4.2,5,66
AIR105750,2025-09-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Slow Internet,No Complaint,18.3,3.49,9
AIR105751,2025-10-15,Maharashtra,Maharashtra City 1,Postpaid,0,Network Issues,No Complaint,18,3.7,22
AIR105752,2025-11-15,Gujarat,Gujarat City 2,Postpaid,0,Network Issues,No Complaint,4.9,3.36,8
AIR105753,2025-12-15,Delhi,Delhi City 3,Prepaid,1,Network Issues,Resolved,10.9,3.52,23
AIR105754,2025-02-15,Telangana,Telangana City 3,Prepaid,0,Network Issues,No Complaint,6.7,4.24,45
AIR105755,2025-03-15,Maharashtra,Maharashtra City 1,Postpaid,0,Others,No Complaint,3.6,3.36,22
AIR105756,2025-04-15,Tamil Nadu,Tamil Nadu City 3,Broadband,0,Network Issues,No Complaint,21.9,3.51,14
AIR105757,2025-05-15,Rajasthan,Rajasthan City 3,Prepaid,0,Call Drops,No Complaint,19.9,2.5,-17
AIR105758,2025-06-15,Gujarat,Gujarat City 3,Prepaid,0,Slow Internet,No Complaint,15.5,3.92,41
AIR105759,2025-07-15,West Bengal,West Bengal City 3,Postpaid,0,Slow Internet,No Complaint,10.8,3.9,35
AIR105760,2025-08-15,Maharashtra,Maharashtra City 2,Broadband,1,Slow Internet,Resolved,1,3.2,17
AIR105761,2025-09-15,West Bengal,West Bengal City 2,Postpaid,0,Billing Issues,No Complaint,22.1,4.21,51
AIR105762,2025-10-15,Karnataka,Karnataka City 1,Postpaid,0,Slow Internet,No Complaint,7.9,4.24,23
AIR105763,2025-11-15,Delhi,Delhi City 3,Broadband,0,Network Issues,No Complaint,26.3,3.68,20
AIR105764,2025-12-15,Maharashtra,Maharashtra City 3,Prepaid,1,Network Issues,Resolved,11.8,3.22,-4
AIR105765,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,7.6,3.27,19
AIR105766,2025-03-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,1,Network Issues,In Progress,33,3.5,11
AIR105767,2025-04-15,Telangana,Telangana City 2,Broadband,1,Slow Internet,Resolved,12.2,4.54,56
AIR105768,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Others,No Complaint,6,3.22,-10
AIR105769,2025-06-15,Karnataka,Karnataka City 2,Enterprise,0,Network Issues,No Complaint,45.6,3.14,26
AIR105770,2025-07-15,Delhi,Delhi City 1,Postpaid,1,Call Drops,Resolved,12.8,3.79,27
AIR105771,2025-08-15,Rajasthan,Rajasthan City 2,Postpaid,0,Network Issues,No Complaint,73.1,3.52,34
AIR105772,2025-09-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,8.9,3.36,16
AIR105773,2025-10-15,West Bengal,West Bengal City 2,Prepaid,0,Slow Internet,No Complaint,24.6,4.4,49
AIR105774,2025-11-15,Karnataka,Karnataka City 2,Postpaid,0,Billing Issues,No Complaint,37.9,3.16,0
AIR105775,2025-12-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,7.7,3.38,-6
AIR105776,2025-02-15,Gujarat,Gujarat City 1,Prepaid,0,Network Issues,No Complaint,27,4.59,60
AIR105777,2025-03-15,Rajasthan,Rajasthan City 1,Broadband,0,Call Drops,No Complaint,31.9,3.36,19
AIR105778,2025-04-15,Telangana,Telangana City 1,Broadband,1,Call Drops,Resolved,18.5,3.93,29
AIR105779,2025-05-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,17,2.93,-3
AIR105780,2025-06-15,West Bengal,West Bengal City 2,Postpaid,0,Billing Issues,No Complaint,16.8,4.22,40
AIR105781,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Others,No Complaint,26.6,3.21,12
AIR105782,2025-08-15,Maharashtra,Maharashtra City 1,Prepaid,0,Network Issues,No Complaint,8,3.54,5
AIR105783,2025-09-15,Karnataka,Karnataka City 3,Postpaid,0,Network Issues,No Complaint,14,3.96,36
AIR105784,2025-10-15,Maharashtra,Maharashtra City 3,Postpaid,1,Others,Resolved,29.7,3.16,2
AIR105785,2025-11-15,Gujarat,Gujarat City 1,Prepaid,0,Call Drops,No Complaint,47.4,3.04,5
AIR105786,2025-12-15,Maharashtra,Maharashtra City 2,Prepaid,0,Call Drops,No Complaint,4.7,3.87,15
AIR105787,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Network Issues,No Complaint,9.1,3.58,14
AIR105788,2025-03-15,Kerala,Kerala City 2,Enterprise,0,Slow Internet,No Complaint,15.2,2.91,-9
AIR105789,2025-04-15,Gujarat,Gujarat City 2,Postpaid,0,Slow Internet,No Complaint,47.8,3.21,27
AIR105790,2025-05-15,West Bengal,West Bengal City 3,Prepaid,0,Others,No Complaint,17.5,3.18,1
AIR105791,2025-06-15,Telangana,Telangana City 1,Prepaid,0,Others,No Complaint,5.8,3.36,11
AIR105792,2025-07-15,West Bengal,West Bengal City 1,Postpaid,0,Network Issues,No Complaint,14.8,4.11,43
AIR105793,2025-08-15,Maharashtra,Maharashtra City 2,Postpaid,1,Billing Issues,Resolved,16.5,3.37,11
AIR105794,2025-09-15,Delhi,Delhi City 1,Broadband,0,Network Issues,No Complaint,5.1,3.91,27
AIR105795,2025-10-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,9.4,2.81,1
AIR105796,2025-11-15,Telangana,Telangana City 3,Enterprise,0,Call Drops,No Complaint,8,2.96,19
AIR105797,2025-12-15,Rajasthan,Rajasthan City 1,Prepaid,0,Call Drops,No Complaint,3.2,2.81,-7
AIR105798,2025-02-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Slow Internet,No Complaint,21.4,3.93,32
AIR105799,2025-03-15,West Bengal,West Bengal City 3,Prepaid,0,Network Issues,No Complaint,15,3.49,10
AIR105800,2025-04-15,West Bengal,West Bengal City 1,Postpaid,0,Network Issues,No Complaint,35.8,3.43,3
AIR105801,2025-05-15,Gujarat,Gujarat City 2,Broadband,1,Billing Issues,Resolved,4.5,3.75,33
AIR105802,2025-06-15,Delhi,Delhi City 1,Postpaid,1,Network Issues,Resolved,42.6,3.06,-5
AIR105803,2025-07-15,Maharashtra,Maharashtra City 2,Postpaid,1,Network Issues,In Progress,6.8,3.88,32
AIR105804,2025-08-15,Maharashtra,Maharashtra City 1,Prepaid,0,Slow Internet,No Complaint,6.8,3.41,12
AIR105805,2025-09-15,Gujarat,Gujarat City 1,Prepaid,1,Billing Issues,Resolved,10.5,3.62,30
AIR105806,2025-10-15,West Bengal,West Bengal City 3,Postpaid,0,Others,No Complaint,28.6,3.24,14
AIR105807,2025-11-15,Telangana,Telangana City 2,Postpaid,0,Slow Internet,No Complaint,16.5,3.83,14
AIR105808,2025-12-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Others,No Complaint,14,3.31,19
AIR105809,2025-02-15,Gujarat,Gujarat City 1,Prepaid,1,Network Issues,Resolved,5.6,3.25,26
AIR105810,2025-03-15,Telangana,Telangana City 3,Prepaid,0,Network Issues,No Complaint,12.2,3.48,12
AIR105811,2025-04-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,3.4,2.92,-4
AIR105812,2025-05-15,Rajasthan,Rajasthan City 1,Broadband,0,Others,No Complaint,31.8,3.64,4
AIR105813,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Others,No Complaint,29.3,3.96,37
AIR105814,2025-07-15,Kerala,Kerala City 2,Prepaid,0,Network Issues,No Complaint,28.3,3.7,16
AIR105815,2025-08-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Slow Internet,Resolved,18.9,3.45,13
AIR105816,2025-09-15,Karnataka,Karnataka City 2,Prepaid,1,Slow Internet,In Progress,14.3,3.66,19
AIR105817,2025-10-15,Delhi,Delhi City 3,Postpaid,0,Billing Issues,No Complaint,14.2,3.36,10
AIR105818,2025-11-15,Kerala,Kerala City 1,Postpaid,0,Network Issues,No Complaint,14.3,3.34,3
AIR105819,2025-12-15,Rajasthan,Rajasthan City 3,Enterprise,0,Call Drops,No Complaint,13,3.53,17
AIR105820,2025-02-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,1,Network Issues,Resolved,35,3.15,4
AIR105821,2025-03-15,Maharashtra,Maharashtra City 1,Prepaid,0,Others,No Complaint,22.5,2.9,2
AIR105822,2025-04-15,Kerala,Kerala City 3,Postpaid,1,Slow Internet,Resolved,12,3.63,26
AIR105823,2025-05-15,Maharashtra,Maharashtra City 1,Postpaid,0,Slow Internet,No Complaint,4.4,4.02,35
AIR105824,2025-06-15,Delhi,Delhi City 1,Prepaid,1,Slow Internet,Resolved,12.4,3.57,17
AIR105825,2025-07-15,Maharashtra,Maharashtra City 1,Broadband,1,Network Issues,Resolved,37.4,3.55,19
AIR105826,2025-08-15,Delhi,Delhi City 1,Broadband,0,Network Issues,No Complaint,4.6,3.46,31
AIR105827,2025-09-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Slow Internet,No Complaint,18.6,3.91,30
AIR105828,2025-10-15,West Bengal,West Bengal City 3,Postpaid,1,Slow Internet,Resolved,14.6,2.67,-7
AIR105829,2025-11-15,Delhi,Delhi City 3,Postpaid,0,Slow Internet,No Complaint,22.4,2.96,-13
AIR105830,2025-12-15,Telangana,Telangana City 2,Postpaid,1,Call Drops,Resolved,16.9,3.94,43
AIR105831,2025-02-15,Karnataka,Karnataka City 3,Prepaid,0,Billing Issues,No Complaint,9.3,3.8,24
AIR105832,2025-03-15,Karnataka,Karnataka City 3,Prepaid,0,Billing Issues,No Complaint,36.1,3.04,-12
AIR105833,2025-04-15,Gujarat,Gujarat City 2,Prepaid,0,Call Drops,No Complaint,20.8,3.43,20
AIR105834,2025-05-15,Karnataka,Karnataka City 1,Postpaid,0,Slow Internet,No Complaint,38.1,3.63,31
AIR105835,2025-06-15,Gujarat,Gujarat City 1,Prepaid,0,Network Issues,No Complaint,47.4,3.33,4
AIR105836,2025-07-15,Karnataka,Karnataka City 1,Postpaid,0,Network Issues,No Complaint,18.2,3.58,21
AIR105837,2025-08-15,Delhi,Delhi City 2,Postpaid,0,Network Issues,No Complaint,11.5,3.44,4
AIR105838,2025-09-15,Telangana,Telangana City 3,Prepaid,0,Network Issues,No Complaint,11.3,3.06,18
AIR105839,2025-10-15,West Bengal,West Bengal City 3,Postpaid,0,Slow Internet,No Complaint,10.9,3.47,7
AIR105840,2025-11-15,Maharashtra,Maharashtra City 3,Prepaid,0,Call Drops,No Complaint,17,2.9,-3
AIR105841,2025-12-15,Rajasthan,Rajasthan City 3,Prepaid,1,Network Issues,Resolved,7.3,3.76,12
AIR105842,2025-02-15,Karnataka,Karnataka City 2,Prepaid,0,Call Drops,No Complaint,12.6,3.33,7
AIR105843,2025-03-15,West Bengal,West Bengal City 3,Enterprise,0,Billing Issues,No Complaint,15.7,3.51,11
AIR105844,2025-04-15,West Bengal,West Bengal City 1,Postpaid,0,Slow Internet,No Complaint,6.7,3.34,6
AIR105845,2025-05-15,Delhi,Delhi City 2,Prepaid,1,Others,Resolved,6.2,3.44,25
AIR105846,2025-06-15,Tamil Nadu,Tamil Nadu City 2,Enterprise,0,Network Issues,No Complaint,26.8,3,3
AIR105847,2025-07-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Network Issues,No Complaint,18.8,3.36,4
AIR105848,2025-08-15,Karnataka,Karnataka City 1,Prepaid,0,Slow Internet,No Complaint,3.1,3.49,21
AIR105849,2025-09-15,Rajasthan,Rajasthan City 3,Prepaid,1,Slow Internet,Resolved,7.3,2.57,-7
AIR105850,2025-10-15,Karnataka,Karnataka City 1,Prepaid,0,Slow Internet,No Complaint,23.3,3.59,20
AIR105851,2025-11-15,Karnataka,Karnataka City 2,Postpaid,0,Network Issues,No Complaint,3.7,3.36,-3
AIR105852,2025-12-15,Gujarat,Gujarat City 2,Postpaid,0,Billing Issues,No Complaint,34.5,4.17,37
AIR105853,2025-02-15,Telangana,Telangana City 2,Prepaid,0,Slow Internet,No Complaint,8.9,3.12,-1
AIR105854,2025-03-15,Telangana,Telangana City 3,Prepaid,1,Call Drops,Resolved,4.6,3.79,23
AIR105855,2025-04-15,Rajasthan,Rajasthan City 3,Prepaid,1,Call Drops,Resolved,13,3.13,-8
AIR105856,2025-05-15,Gujarat,Gujarat City 1,Prepaid,1,Network Issues,Resolved,6.5,3.81,28
AIR105857,2025-06-15,West Bengal,West Bengal City 3,Postpaid,0,Call Drops,No Complaint,15.3,4.03,37
AIR105858,2025-07-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,8.7,3.66,12
AIR105859,2025-08-15,Karnataka,Karnataka City 2,Postpaid,0,Billing Issues,No Complaint,27.4,3.31,27
AIR105860,2025-09-15,Tamil Nadu,Tamil Nadu City 2,Broadband,0,Others,No Complaint,5.9,4.76,59
AIR105861,2025-10-15,Kerala,Kerala City 1,Prepaid,0,Slow Internet,No Complaint,9.9,3.58,9
AIR105862,2025-11-15,Rajasthan,Rajasthan City 2,Prepaid,0,Slow Internet,No Complaint,11.9,3.49,22
AIR105863,2025-12-15,West Bengal,West Bengal City 3,Prepaid,0,Others,No Complaint,6.1,3.4,17
AIR105864,2025-02-15,Delhi,Delhi City 1,Postpaid,0,Network Issues,No Complaint,11.8,4.8,81
AIR105865,2025-03-15,Kerala,Kerala City 1,Postpaid,1,Slow Internet,Resolved,12.2,3.25,31
AIR105866,2025-04-15,Kerala,Kerala City 2,Postpaid,0,Network Issues,No Complaint,48.9,4.17,50
AIR105867,2025-05-15,Gujarat,Gujarat City 2,Postpaid,0,Others,No Complaint,32.7,4.21,43
AIR105868,2025-06-15,Maharashtra,Maharashtra City 2,Prepaid,0,Call Drops,No Complaint,5.1,3.33,13
AIR105869,2025-07-15,Kerala,Kerala City 1,Prepaid,0,Call Drops,No Complaint,10.1,3.8,4
AIR105870,2025-08-15,Karnataka,Karnataka City 2,Prepaid,0,Call Drops,No Complaint,4.8,3.11,1
AIR105871,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Billing Issues,No Complaint,17.4,3.48,21
AIR105872,2025-10-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Billing Issues,No Complaint,11.4,3.09,21
AIR105873,2025-11-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,1,Slow Internet,Resolved,24.6,2.82,21
AIR105874,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Network Issues,No Complaint,26.1,3.06,-11
AIR105875,2025-02-15,Telangana,Telangana City 3,Prepaid,1,Slow Internet,Pending,26,3.33,-12
AIR105876,2025-03-15,Karnataka,Karnataka City 2,Postpaid,0,Slow Internet,No Complaint,33.9,3.63,11
AIR105877,2025-04-15,Delhi,Delhi City 3,Enterprise,1,Network Issues,In Progress,10.2,3.78,15
AIR105878,2025-05-15,Kerala,Kerala City 1,Prepaid,0,Call Drops,No Complaint,11.7,3.57,11
AIR105879,2025-06-15,Telangana,Telangana City 1,Prepaid,0,Slow Internet,No Complaint,48,3.91,33
AIR105880,2025-07-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,16.3,3.98,54
AIR105881,2025-08-15,Gujarat,Gujarat City 1,Postpaid,0,Call Drops,No Complaint,4,3.39,0
AIR105882,2025-09-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Slow Internet,Resolved,11.4,3.77,15
AIR105883,2025-10-15,Telangana,Telangana City 3,Broadband,0,Call Drops,No Complaint,36.4,3.02,9
AIR105884,2025-11-15,Rajasthan,Rajasthan City 1,Postpaid,0,Network Issues,No Complaint,2.5,3.88,23
AIR105885,2025-12-15,Kerala,Kerala City 2,Broadband,1,Call Drops,Resolved,8.2,3.92,39
AIR105886,2025-02-15,Kerala,Kerala City 2,Prepaid,1,Call Drops,Resolved,6.2,3.99,49
AIR105887,2025-03-15,Delhi,Delhi City 1,Broadband,0,Call Drops,No Complaint,24.6,3.49,20
AIR105888,2025-04-15,Maharashtra,Maharashtra City 3,Prepaid,0,Network Issues,No Complaint,27.2,4.69,41
AIR105889,2025-05-15,Rajasthan,Rajasthan City 2,Prepaid,1,Slow Internet,In Progress,9.3,4.01,26
AIR105890,2025-06-15,Kerala,Kerala City 2,Broadband,0,Network Issues,No Complaint,9.3,3.5,25
AIR105891,2025-07-15,West Bengal,West Bengal City 2,Prepaid,0,Slow Internet,No Complaint,5.1,4.08,13
AIR105892,2025-08-15,Rajasthan,Rajasthan City 2,Broadband,0,Network Issues,No Complaint,36.6,3.33,15
AIR105893,2025-09-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,23.9,3.16,-9
AIR105894,2025-10-15,Uttar Pradesh,Uttar Pradesh City 1,Enterprise,0,Slow Internet,No Complaint,42.7,3.37,30
